"Vote","PID3","georgeWBush","barackObama","johnMcCain","cindyMcCain","michelleObama","joeBiden","sarahPalin","hispanics","christianFundamentalists","catholics","feminists","federalGovernment","jews","liberals","middleClassPeople","laborUnions","poorPeople","theMilitary","bigBusiness","peopleOnWelfare","conservatives","workingClassPeople","environmentalists","theUSSupremeCourt","gayMenAndLesbians","asianAmericans","congress","blacks","southerners","illegalImmigrants","richPeople","whites","israel","muslims","hindus","christians","athiests","hillaryClinton","billClinton","condoleezaRice","rushLimbaugh","republicanParty","democraticParty"
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,85,NA,NA,100,50
NA,"Democrat",40,70,70,50,50,60,70,50,50,50,50,40,50,60,70,50,70,70,30,50,50,85,70,50,50,60,40,60,60,40,40,40,40,40,50,60,50,70,70,60,40,40,60
NA,"Other",70,60,95,NA,NA,60,60,15,50,50,40,50,50,50,50,30,NA,85,85,30,60,100,50,50,0,50,50,60,100,0,85,100,85,0,50,100,0,40,40,50,70,0,0
"McCain","Republican",85,50,85,70,60,40,70,85,50,85,60,60,85,70,85,40,85,85,70,50,85,85,70,85,85,85,60,85,85,40,85,85,70,70,70,85,70,60,70,85,70,85,50
"Obama","Other",0,85,15,50,70,70,70,100,100,100,85,70,85,50,100,100,100,100,85,100,60,100,100,85,30,100,60,100,100,70,85,100,50,40,50,100,0,100,85,60,0,15,100
"McCain","Republican",70,0,60,40,0,0,70,50,50,70,0,0,50,15,85,15,85,100,30,30,70,100,15,60,0,70,0,50,85,30,30,50,85,30,50,100,0,15,15,70,60,60,15
"Obama","Other",15,70,70,70,70,60,30,60,50,60,50,60,50,60,60,60,35,30,60,60,60,70,70,85,50,60,70,50,50,60,50,60,30,50,50,70,50,70,70,85,NA,59,60
"Obama","Democrat",0,85,30,15,55,85,0,50,0,50,50,0,50,70,60,60,85,15,0,50,0,100,70,15,50,50,0,50,50,50,15,50,50,50,50,50,50,40,40,30,0,0,100
NA,"Republican",40,60,60,60,50,40,60,60,60,60,60,60,50,50,70,70,60,85,70,50,50,85,40,60,50,50,50,60,50,50,50,60,40,50,50,60,50,50,50,40,50,50,40
"Obama","Democrat",0,60,30,30,50,50,0,60,15,50,15,15,50,60,100,40,40,50,30,30,40,85,85,50,50,85,15,50,40,15,40,85,50,40,50,50,60,50,85,0,15,15,40
"Obama","Democrat",15,85,60,50,85,70,30,100,30,100,70,50,100,85,100,40,85,100,60,40,70,100,100,60,100,100,50,100,100,30,100,100,100,100,100,100,85,85,85,30,0,30,60
"McCain","Other",70,60,70,85,70,50,85,50,60,50,50,40,50,50,85,60,60,85,40,40,40,85,85,50,50,50,50,50,85,50,40,85,50,40,50,85,0,70,70,70,50,70,70
NA,"Democrat",15,60,30,30,60,70,30,30,50,50,60,30,60,50,50,15,NA,70,30,15,70,70,40,50,50,40,30,60,40,15,15,50,15,40,50,60,40,30,60,NA,0,40,70
NA,"Democrat",60,60,100,85,100,85,15,100,85,100,30,50,85,40,100,70,85,100,100,100,70,70,85,85,40,100,100,100,100,70,85,100,85,15,70,85,15,70,85,85,70,70,100
"McCain","Other",85,0,85,70,15,30,85,85,50,85,50,60,85,50,85,50,70,100,50,70,60,85,60,70,0,85,70,85,85,60,70,85,70,70,70,100,50,25,25,75,20,50,50
"Obama",NA,50,60,50,40,60,NA,40,70,70,50,50,60,50,50,70,50,70,50,60,50,NA,70,70,NA,50,70,60,70,NA,70,60,70,60,50,NA,85,NA,50,70,NA,NA,50,50
"Obama","Democrat",30,85,30,50,70,70,60,85,15,100,85,85,100,85,100,60,100,100,70,50,60,100,50,85,15,60,70,85,70,30,85,85,85,15,50,100,0,70,85,60,0,15,100
"Obama","Democrat",0,100,0,40,100,100,15,NA,NA,15,85,60,50,NA,NA,70,100,70,40,40,NA,NA,70,60,0,50,NA,85,60,0,50,70,15,0,40,NA,NA,80,100,15,NA,40,100
"Obama","Democrat",15,100,40,50,100,90,30,85,95,NA,50,90,85,80,NA,85,NA,85,70,NA,50,NA,50,60,50,NA,70,100,55,70,50,NA,85,50,50,100,50,50,70,50,0,50,70
"Obama","Democrat",40,100,50,50,50,70,40,85,70,85,100,NA,50,NA,70,NA,85,50,60,70,NA,70,100,50,70,85,50,85,100,0,70,85,50,60,NA,85,NA,85,85,NA,NA,70,85
"McCain","Republican",70,85,85,85,85,60,85,70,70,85,70,60,70,60,85,60,85,100,85,70,85,85,70,85,50,70,60,85,85,70,85,85,85,70,70,85,50,70,60,100,85,85,60
NA,"Other",0,85,15,15,85,70,15,50,50,60,60,40,60,50,60,40,40,60,40,50,40,60,70,30,50,50,40,50,60,15,40,50,60,50,50,60,50,50,50,15,15,15,85
"Obama","Democrat",0,70,60,30,85,30,70,50,70,40,40,40,85,70,85,85,85,70,40,40,40,85,60,85,40,50,70,50,50,15,40,50,70,50,50,70,70,100,85,70,50,60,70
NA,"Republican",40,50,60,60,60,40,70,60,85,60,70,40,85,60,70,50,60,85,40,60,50,85,60,60,50,60,60,85,85,30,70,85,85,50,50,100,50,15,40,50,NA,70,15
NA,"Democrat",15,70,15,15,70,60,30,40,50,60,50,30,40,40,70,60,60,80,50,60,60,85,80,50,50,50,40,60,85,30,50,70,50,50,50,85,50,60,60,40,15,15,70
NA,"Democrat",0,70,15,85,85,70,50,50,50,50,85,50,50,50,70,40,100,85,0,30,50,85,50,50,50,50,50,50,85,0,50,50,50,50,50,85,50,99,99,NA,0,20,90
NA,"Democrat",50,NA,60,60,50,40,70,85,NA,85,NA,40,100,NA,70,0,100,100,40,100,NA,100,50,40,0,70,50,85,100,60,70,85,100,50,50,100,0,85,100,40,15,NA,NA
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,85,NA,50,50,65
NA,"Other",0,100,15,NA,100,NA,30,70,NA,50,40,70,50,NA,40,NA,100,70,15,15,NA,100,50,NA,70,50,NA,85,15,50,0,85,NA,50,70,50,60,70,100,NA,NA,40,50
"McCain","Republican",60,40,70,85,15,15,100,60,60,60,15,15,50,15,50,60,70,100,40,40,60,100,40,60,50,50,0,50,50,0,50,50,40,15,40,85,0,30,15,70,70,60,15
"Obama","Other",30,70,40,30,60,60,60,50,50,50,50,60,50,50,60,85,50,85,50,50,50,85,50,60,50,50,60,50,50,30,50,50,60,50,50,70,50,50,50,NA,50,50,50
"Obama","Democrat",30,100,30,NA,100,100,30,50,100,100,50,50,50,70,100,50,50,40,50,50,50,85,85,70,50,50,50,50,50,30,50,50,50,50,50,100,50,100,100,50,50,15,100
"Obama","Other",50,60,30,50,60,85,70,50,40,50,30,40,60,60,60,60,85,100,30,70,40,70,70,85,15,40,40,50,40,15,70,100,50,15,50,85,30,85,85,85,50,60,60
"Obama","Other",15,85,60,85,70,60,30,70,60,70,0,60,70,70,85,15,70,70,30,40,60,85,50,70,60,70,60,70,70,0,60,70,70,60,70,85,15,30,15,60,0,70,70
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,70,NA,NA,40,85
"McCain","Republican",85,30,70,50,30,40,85,85,85,85,40,70,85,40,85,70,85,85,60,70,85,85,40,70,85,85,70,85,85,40,70,85,85,30,15,85,30,30,30,70,50,60,30
"Obama","Democrat",15,70,40,60,50,60,30,85,50,100,60,40,85,50,100,85,100,100,30,40,50,100,100,70,70,70,50,85,70,40,60,85,60,60,50,100,15,85,70,40,50,15,70
"McCain","Republican",0,60,60,NA,60,50,50,70,NA,100,70,15,70,60,85,50,70,85,NA,40,70,100,70,70,100,70,60,70,85,0,70,70,50,40,NA,70,0,70,70,30,85,50,50
"McCain","Other",40,30,70,60,0,15,85,50,50,50,50,15,50,15,85,60,100,100,30,50,50,100,50,50,50,50,15,50,100,30,50,50,50,50,50,50,0,60,70,50,50,40,40
"Obama","Other",40,85,60,50,60,60,50,100,70,100,100,60,100,85,100,60,100,100,85,70,85,100,100,85,85,100,85,100,100,60,70,100,85,100,100,100,50,60,70,50,50,60,60
NA,"Republican",40,70,70,NA,50,60,50,60,50,70,70,0,60,70,70,85,60,85,50,60,60,85,60,60,70,60,40,70,70,30,40,70,50,60,60,85,40,50,40,30,0,50,50
"Obama","Other",15,85,15,50,70,70,15,50,40,85,70,60,50,50,70,60,40,85,40,30,50,60,60,50,50,50,50,50,50,30,50,50,50,50,50,70,50,0,70,0,0,50,50
"Obama","Other",30,85,60,50,70,70,30,70,40,70,50,40,70,70,85,60,70,70,40,60,40,85,70,60,70,70,40,70,70,40,70,85,60,70,70,70,50,70,70,60,0,15,60
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,50,100,NA,100,50
"McCain","Democrat",85,0,70,70,0,0,100,70,100,60,50,50,50,0,70,60,70,40,50,50,50,70,100,50,50,50,70,50,50,85,50,50,70,0,50,100,0,60,60,40,NA,40,50
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,70,NA,70,40
"McCain","Republican",60,15,85,60,0,30,70,NA,60,70,50,40,NA,15,85,30,60,85,60,30,85,85,70,60,40,NA,40,NA,NA,NA,NA,60,50,30,NA,100,0,15,40,50,50,85,15
"McCain","Republican",60,60,85,100,0,NA,60,100,0,100,85,100,100,60,100,40,100,100,100,40,60,100,100,100,100,100,100,70,85,85,85,100,100,30,85,85,50,70,70,85,NA,70,60
"Obama","Democrat",50,100,100,100,60,60,85,85,85,100,50,85,100,70,100,100,100,100,50,40,40,100,100,100,100,100,85,85,85,70,30,50,50,60,60,85,50,85,100,100,NA,60,60
"McCain","Republican",100,100,100,100,85,85,100,100,100,100,NA,100,70,100,85,70,85,100,100,85,100,85,85,100,30,85,85,85,NA,85,100,85,85,85,85,100,60,50,40,60,NA,85,40
"Obama",NA,15,70,30,40,50,70,30,70,50,70,50,50,70,50,60,60,70,40,60,60,50,70,70,50,70,70,60,70,50,50,50,60,50,50,50,60,50,70,70,50,NA,30,60
"McCain","Republican",85,60,85,NA,70,70,85,60,60,60,50,85,60,30,60,40,85,85,50,50,60,60,60,85,30,60,70,70,60,70,50,60,70,50,60,60,30,50,50,85,60,100,40
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,100,85,NA,100,100
"McCain",NA,50,50,50,NA,50,50,60,70,NA,70,NA,NA,50,NA,50,30,100,70,40,30,60,100,70,NA,30,60,NA,50,NA,50,60,50,60,NA,70,60,30,50,40,NA,NA,50,50
"Obama","Democrat",15,100,70,60,100,NA,60,85,40,100,NA,85,15,40,60,85,85,85,60,NA,60,85,100,85,60,30,85,60,NA,70,40,85,30,15,15,NA,15,100,100,85,NA,30,85
NA,"Other",40,60,50,NA,40,70,50,100,30,50,100,50,50,NA,70,NA,70,70,40,40,70,85,70,70,70,60,60,50,NA,70,50,70,15,30,40,40,70,60,70,NA,NA,50,50
NA,"Republican",60,85,40,50,70,NA,60,100,60,60,70,70,60,60,100,60,100,85,70,100,70,60,70,70,0,70,85,70,50,70,50,60,85,40,0,85,40,60,70,NA,NA,60,40
"Obama","Democrat",40,100,60,60,85,85,60,100,60,85,85,70,85,85,100,70,100,70,70,70,70,100,85,70,85,85,85,85,70,100,70,85,85,70,70,85,60,85,85,50,15,30,100
"McCain","Republican",100,0,100,100,0,15,100,100,100,100,50,70,85,0,100,50,100,100,60,30,85,100,70,85,50,85,60,30,85,15,60,100,100,15,40,100,0,0,0,50,50,85,15
NA,"Republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,50,100,0,60,50
"Obama","Democrat",15,85,50,50,85,85,15,50,15,50,85,60,85,70,70,15,85,85,30,70,30,85,70,60,50,50,70,50,50,70,40,85,85,50,50,60,50,85,100,30,0,0,100
"Obama","Other",0,100,0,30,100,100,0,100,60,100,100,70,100,100,100,100,100,85,85,85,50,100,100,85,100,100,60,100,60,70,85,100,100,85,100,100,100,85,70,50,30,40,85
NA,"Other",30,60,50,50,50,50,50,50,40,50,50,40,50,50,50,50,50,40,40,50,50,50,60,40,50,50,40,50,50,40,50,50,50,50,50,50,50,50,70,15,NA,50,50
"McCain","Republican",85,40,100,85,0,15,85,85,85,50,50,85,100,40,85,70,100,85,85,50,85,85,85,85,50,50,85,50,50,60,70,85,100,15,50,85,0,60,0,100,85,100,40
"McCain","Other",0,15,40,50,15,15,50,50,30,50,15,30,30,50,50,15,50,30,50,50,30,50,60,30,15,50,40,40,15,30,50,15,15,15,30,15,30,40,100,0,NA,0,70
"McCain","Republican",60,85,85,60,70,70,85,85,70,85,50,70,50,70,70,70,70,85,85,70,70,70,60,70,70,70,60,70,70,50,60,70,50,50,50,85,50,60,60,70,50,85,60
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,85,NA,NA,NA
"McCain","Republican",60,60,70,60,50,60,40,60,60,85,60,50,60,50,70,50,85,60,50,50,50,85,70,60,70,60,50,60,70,60,50,60,40,30,60,85,50,30,30,70,30,70,40
"Obama","Democrat",50,85,70,40,60,60,40,85,0,60,50,100,85,85,85,70,70,85,85,50,70,85,100,100,85,85,100,70,50,70,85,85,85,NA,85,70,50,100,100,70,NA,50,100
"Obama","Democrat",70,85,70,85,85,85,100,85,85,85,80,70,85,79,100,85,100,100,75,80,90,100,100,100,85,85,85,85,85,100,85,85,80,85,85,85,85,85,85,70,NA,50,85
"McCain","Republican",50,NA,100,NA,NA,NA,70,100,NA,60,70,100,85,NA,70,NA,100,100,60,100,NA,100,100,85,50,100,100,85,NA,100,0,100,40,NA,NA,0,0,0,100,85,NA,100,50
"McCain","Republican",50,85,100,70,85,NA,100,100,30,85,70,100,30,70,85,85,70,100,70,60,70,85,100,100,0,70,100,85,NA,60,50,100,85,30,30,100,0,50,40,85,NA,100,40
"Obama",NA,15,85,60,50,85,70,65,85,85,70,55,65,85,90,95,95,70,70,55,40,60,90,90,1,90,85,80,85,85,15,70,95,75,70,80,90,70,70,65,NA,NA,40,60
"McCain","Other",70,30,85,NA,30,40,70,50,50,50,50,55,50,50,70,40,70,70,60,40,50,85,70,60,60,50,60,50,85,15,85,50,50,45,50,70,50,30,55,85,40,50,50
NA,"Other",60,50,50,NA,50,NA,30,70,60,70,70,85,70,60,70,85,100,100,50,40,70,100,60,70,50,70,85,70,60,15,30,70,60,60,60,85,50,60,40,60,NA,50,50
"Obama","Democrat",0,100,15,50,70,NA,50,100,100,100,85,60,100,50,85,70,100,100,40,0,85,100,100,50,70,60,50,85,100,85,85,100,85,50,60,100,0,100,100,0,60,15,85
"McCain","Republican",40,0,60,50,0,30,85,15,0,100,0,0,100,0,50,0,60,100,30,50,50,50,0,60,60,60,0,50,50,0,5,50,100,0,50,100,0,0,0,49,100,10,0
"McCain","Republican",70,40,100,85,60,40,100,70,85,85,60,60,85,50,85,60,85,100,85,70,70,100,NA,30,0,85,50,85,70,15,100,85,85,0,60,100,0,60,50,100,70,85,50
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,60,30,50,50
"McCain","Republican",50,0,85,85,0,0,60,60,60,85,70,0,85,0,85,50,100,100,50,100,85,85,60,60,0,50,0,60,70,0,70,85,85,0,50,70,0,30,15,70,50,60,0
NA,"Other",15,85,40,40,60,70,60,50,50,50,50,50,50,50,50,50,50,70,50,50,50,50,50,50,50,50,50,50,50,30,50,50,50,50,50,70,50,70,85,50,40,40,70
"McCain","Other",60,60,60,50,50,60,40,60,60,60,50,50,60,60,70,40,60,70,30,60,50,70,70,70,60,60,70,60,60,40,50,60,60,60,60,60,50,45,45,52,49,50,50
"Obama","Republican",15,75,60,50,50,65,40,100,50,100,100,95,100,100,100,100,100,100,100,100,100,100,100,95,100,100,95,100,100,60,100,100,70,100,100,100,100,15,85,40,0,70,50
"Obama","Democrat",0,100,0,0,100,NA,15,100,50,0,50,50,85,NA,100,85,100,100,NA,85,70,100,70,50,85,60,100,100,100,0,60,NA,100,50,NA,100,50,85,85,85,50,0,100
"Obama","Other",0,85,15,50,85,85,0,60,60,50,60,15,60,15,60,60,60,40,30,60,60,60,60,50,60,60,15,60,60,60,60,60,60,50,50,60,60,60,60,0,60,0,85
"Obama","Other",30,85,0,NA,85,70,60,70,60,85,70,50,70,50,85,60,85,85,70,60,50,70,85,NA,85,85,70,85,70,15,40,85,NA,60,50,70,70,60,60,0,0,50,50
NA,NA,40,60,40,NA,60,NA,50,50,NA,60,NA,NA,NA,NA,70,NA,40,85,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,0,NA,70,NA,NA,30,NA,NA,100,85,0,0,0,0
"Obama","Democrat",30,85,40,30,85,70,50,NA,NA,NA,NA,15,NA,NA,NA,30,NA,100,50,NA,NA,NA,70,50,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,70,40,15,40,60
NA,"Other",30,50,50,50,50,50,40,50,50,50,50,40,50,50,70,60,50,40,60,30,40,70,50,60,50,50,60,50,50,50,50,50,50,50,50,50,50,85,90,40,50,15,80
"Obama","Democrat",15,85,60,50,70,85,50,50,50,70,50,60,30,60,60,70,50,60,50,40,60,70,60,70,30,50,50,50,60,50,60,70,50,30,50,60,30,100,70,60,NA,15,60
"Other","Other",40,70,50,60,50,60,70,85,NA,100,85,85,100,85,85,100,85,60,50,100,85,100,100,70,85,100,70,100,100,85,60,100,85,100,100,100,100,85,85,0,50,60,50
"Obama","Democrat",0,50,50,NA,15,50,0,70,40,50,30,50,70,30,70,40,85,85,40,50,30,85,60,85,50,70,85,60,70,50,50,85,60,60,70,100,15,50,60,15,0,0,50
"Obama","Other",50,100,30,50,100,60,50,100,50,70,40,70,100,50,70,60,100,100,70,85,50,100,70,60,50,100,70,100,100,50,50,100,70,70,70,70,50,100,100,0,49,49,70
"Obama","Other",0,70,50,50,50,100,30,50,50,50,0,15,50,50,100,30,100,100,0,50,50,100,70,85,50,50,85,50,50,0,40,50,50,50,50,50,50,100,100,15,60,0,85
NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,85,50,0,40,15
"McCain","Other",60,70,70,40,85,30,40,70,30,85,30,30,70,40,70,60,70,70,40,40,60,70,60,60,50,85,30,60,70,70,40,50,60,60,50,85,50,30,40,70,15,60,50
"Obama","Republican",50,85,60,50,85,70,40,50,100,60,50,50,85,15,70,70,100,100,50,60,100,100,85,85,0,85,60,60,60,0,40,85,100,30,0,85,0,70,30,50,50,85,50
"McCain","Other",50,40,60,50,50,40,60,50,50,50,50,50,50,40,50,50,60,50,40,40,60,70,70,50,40,50,50,50,50,40,50,50,50,50,50,50,50,50,60,50,60,70,60
"McCain","Republican",40,50,50,NA,NA,40,60,50,50,50,50,40,50,50,50,40,50,100,50,50,50,50,50,60,50,50,40,50,50,50,50,50,50,50,50,50,50,60,60,85,40,50,50
"McCain","Republican",85,60,85,85,60,70,85,70,70,100,40,NA,70,40,70,60,70,50,70,40,70,85,60,NA,70,70,50,70,70,40,70,70,85,70,70,100,40,50,40,70,85,70,70
"McCain","Republican",85,30,85,70,50,40,70,70,50,85,40,30,85,40,70,40,60,70,30,40,60,70,70,60,50,70,40,70,70,30,60,70,40,40,50,85,30,15,15,85,70,60,30
"McCain","Other",70,40,85,100,30,30,70,100,100,50,30,70,100,50,85,30,100,100,40,30,100,85,100,100,40,100,40,100,85,60,50,50,100,50,100,100,40,40,50,50,50,50,65
"McCain","Other",30,30,50,50,30,50,40,50,50,85,50,50,15,15,60,40,30,70,40,50,70,70,50,50,50,40,60,40,50,0,30,40,30,15,30,70,15,40,30,85,50,40,50
NA,"Other",30,50,50,60,50,50,70,50,50,50,50,50,60,50,85,40,60,50,50,30,60,85,70,60,50,60,50,70,60,40,50,70,50,50,50,70,50,50,60,50,50,50,50
"Obama","Democrat",30,70,40,50,50,60,40,60,40,60,50,40,60,70,85,100,50,85,40,40,50,85,50,85,60,60,30,60,70,30,60,60,70,30,50,70,50,60,80,70,5,60,70
"McCain","Other",30,15,60,50,15,60,60,50,NA,85,50,30,50,30,40,100,50,85,30,15,50,85,50,50,30,50,15,50,60,15,40,50,30,0,15,60,0,70,60,70,50,50,50
"Obama","Democrat",0,100,60,50,85,70,40,100,40,60,50,40,100,100,100,60,70,70,15,60,30,100,100,60,100,100,60,100,40,60,50,100,100,40,100,100,100,100,100,40,0,0,85
NA,NA,50,85,70,50,50,70,15,50,40,50,50,60,50,50,85,85,50,85,30,50,40,85,65,55,50,50,40,50,50,0,50,50,50,50,50,50,50,0,0,75,0,50,50
NA,"Democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,50,40,50,40,40
"McCain","Republican",70,70,85,60,40,60,70,60,55,45,55,40,65,60,70,55,60,80,30,60,60,70,70,70,70,85,40,70,75,40,70,75,70,60,60,70,45,40,30,90,60,70,50
"McCain","Republican",70,0,100,85,60,30,85,85,85,85,70,30,85,40,60,85,85,100,60,40,60,70,85,100,60,85,30,85,100,0,85,85,85,85,85,100,15,35,10,65,10,70,25
"Obama","Other",15,85,60,30,85,85,15,85,15,70,70,60,85,85,85,60,85,60,30,70,40,85,85,70,85,85,60,85,70,70,50,85,70,85,85,70,85,65,65,35,2,30,60
NA,"Republican",60,40,85,40,15,60,85,70,70,85,60,70,50,30,85,15,70,10,70,50,70,100,40,85,0,60,40,50,60,40,50,100,70,0,50,70,70,85,70,100,100,70,30
"Obama","Other",15,85,40,50,85,50,40,85,50,50,40,50,50,85,100,40,60,100,50,40,60,85,70,40,85,50,60,60,85,0,40,85,15,NA,50,70,0,60,50,60,NA,50,85
"McCain","Republican",40,40,70,50,30,60,40,50,50,50,50,40,50,40,50,40,50,60,50,50,60,50,50,50,50,50,50,50,50,40,50,50,50,50,50,50,50,40,75,50,80,85,25
"McCain","Republican",85,30,100,70,50,40,100,85,100,85,50,70,70,40,85,NA,60,100,50,50,85,60,85,NA,70,70,50,50,85,60,70,50,85,40,50,100,60,45,50,NA,NA,90,40
"McCain","Republican",85,15,70,85,0,30,90,85,85,85,85,40,85,60,85,70,85,100,85,40,85,100,30,15,85,85,15,85,100,40,85,85,85,50,70,85,70,25,60,90,90,60,10
"McCain","Other",40,50,100,100,50,70,70,100,70,100,100,70,50,NA,85,85,100,100,70,50,NA,85,100,50,50,50,70,70,50,70,50,70,50,50,50,100,50,100,100,60,NA,70,50
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,100,60,NA,80,75
"McCain","Republican",70,40,100,100,30,60,100,85,15,15,85,60,70,85,85,0,50,85,85,40,60,100,85,100,100,100,50,85,100,70,100,100,50,60,60,85,70,60,50,85,40,100,30
"McCain","Republican",85,50,70,70,40,60,100,60,30,85,30,30,60,30,70,30,50,85,70,40,70,85,30,60,40,60,50,70,70,30,60,70,70,30,NA,85,50,50,60,85,70,50,40
"McCain","Other",60,15,85,70,60,30,85,85,40,60,70,60,100,60,70,15,85,60,15,60,30,85,60,70,60,60,40,85,100,40,60,85,60,40,40,85,15,50,50,100,40,85,50
NA,"Republican",30,70,40,50,70,50,40,50,50,50,50,40,50,40,70,60,70,60,50,70,70,85,85,60,50,50,60,50,50,15,50,50,50,50,50,50,60,70,70,50,NA,60,40
"McCain","Democrat",0,0,70,50,40,50,85,30,50,50,50,40,50,50,60,85,85,50,40,60,50,85,60,70,50,50,70,50,85,0,50,50,40,30,50,100,30,85,70,85,40,40,60
"McCain",NA,40,70,70,85,85,60,50,85,NA,85,70,60,60,70,70,60,60,70,60,60,70,85,85,70,60,85,60,85,85,40,70,85,70,85,85,100,40,85,70,85,50,50,50
"McCain","Republican",30,60,70,70,60,40,70,70,85,70,50,15,60,30,85,0,60,85,70,60,70,70,30,70,0,60,15,85,85,30,50,70,60,60,60,85,0,60,70,70,60,60,30
"McCain","Republican",100,70,85,NA,85,50,100,85,70,50,NA,40,50,40,85,NA,70,70,50,40,50,85,40,40,50,70,40,70,70,40,60,70,50,50,50,100,0,70,40,NA,NA,100,0
"Obama","Democrat",0,100,30,15,85,85,15,70,30,85,50,15,50,60,70,30,70,85,40,50,50,70,85,40,85,85,40,70,85,70,50,50,60,70,70,100,40,85,70,40,0,0,70
"Obama","Democrat",0,100,15,50,85,85,NA,100,60,85,70,70,85,85,100,70,100,100,70,60,85,100,85,85,50,85,85,100,85,40,70,60,70,70,60,100,50,95,85,NA,NA,0,100
"McCain","Republican",70,40,85,50,50,50,100,40,60,50,50,15,50,60,50,60,50,85,50,50,60,60,50,40,50,50,50,50,60,15,50,50,50,15,50,60,50,50,40,70,60,85,40
"McCain","Republican",70,0,85,85,0,15,85,85,70,85,15,70,85,60,100,50,100,100,85,30,60,100,40,100,NA,85,60,85,100,30,85,85,60,40,85,100,0,0,0,60,NA,70,15
"Obama","Other",60,85,30,15,85,70,60,85,85,85,50,70,85,70,85,70,85,85,30,70,85,85,70,50,60,85,60,85,85,85,70,85,85,40,85,85,15,60,60,70,15,30,50
"McCain","Republican",85,30,85,70,0,60,70,100,70,70,60,85,85,15,70,85,85,100,85,100,70,85,60,85,0,100,85,70,100,100,100,70,85,0,70,100,0,0,0,40,60,100,0
"Other","Other",40,60,60,60,60,60,70,50,40,50,50,40,50,50,85,30,50,85,30,50,50,85,50,85,50,50,85,50,50,50,50,50,70,50,50,50,50,85,85,70,85,40,40
NA,NA,50,50,50,50,50,50,50,40,50,50,30,50,50,50,50,50,50,70,50,50,50,60,50,50,50,60,50,70,70,30,50,70,50,40,50,50,30,40,70,50,50,50,50
